exact_match	ged	gold	id	normalized_exact_match	prediction	question	sari
True	0.06737484737484738	large objects @@SEP@@ @@1@@ that are spheres @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	CLEVR_dev_1911	True	large objects @@SEP@@ @@1@@ that Are spheres @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all of the large objects spheres?	0.9471565386897195
True	0.08070818070818073	objects @@SEP@@ @@1@@ that are Spheres @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	CLEVR_dev_2886	True	objects @@SEP@@ @@1@@ that are Spheres @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all of the objects Spheres?	1.0
False	0.40996810207336526	objects @@SEP@@ shape for each @@1@@ @@SEP@@ color for each @@1@@ @@SEP@@ if @@2@@ is the same for each @@1@@ @@SEP@@ if @@3@@ is the same for each @@1@@ @@SEP@@ both @@4@@ and @@5@@	CLEVR_dev_6922	False	objects @@SEP@@ shapes of @@1@@ @@SEP@@ materials of @@1@@ @@SEP@@ @@1@@ where @@2@@ are the same @@SEP@@ @@1@@ where @@3@@ are the same @@SEP@@ @@1@@ in both @@4@@ and @@5@@ @@SEP@@ number of @@6@@ @@SEP@@ if @@7@@ is at least one	Are all of the objects of the same shape and color?	0.7047718253968255
False	0.5616582491582491	all of the objects @@SEP@@ the material for each of @@1@@ @@SEP@@ the color for each of @@1@@ @@SEP@@ @@2@@ , @@3@@ @@SEP@@ is @@4@@ the same	CLEVR_dev_2314	False	objects @@SEP@@ material for each @@1@@ @@SEP@@ color for each @@1@@ @@SEP@@ Are all @@2@@ the same @@SEP@@ Are all @@3@@ the same @@SEP@@ @@4@@ and @@5@@	Are all of the objects the same material and color?	0.41790995141350046
False	0.17781728075845724	objects @@SEP@@ sizes of @@1@@ @@SEP@@ shapes of @@1@@ @@SEP@@ @@1@@ where @@2@@ are the same @@SEP@@ @@1@@ where @@3@@ are the same @@SEP@@ if all @@1@@ are in both @@4@@ and @@5@@	CLEVR_dev_4318	False	objects @@SEP@@ sizes of @@1@@ @@SEP@@ shape of @@1@@ @@SEP@@ @@1@@ where @@2@@ are the same @@SEP@@ @@1@@ where @@3@@ are the same @@SEP@@ @@1@@ in both @@4@@ and @@5@@ @@SEP@@ if there are any @@6@@	Are all of the objects the same size and shape?	0.8707945215703837
False	0.5867003367003367	objects @@SEP@@ @@1@@ that are purple @@SEP@@ if all @@2@@ are metallic @@SEP@@ if all @@2@@ are matte @@SEP@@ @@3@@ or @@4@@	CLEVR_dev_1756	False	objects @@SEP@@ @@1@@ that are purple @@SEP@@ @@1@@ that are matte @@SEP@@ number of @@2@@ @@SEP@@ number of @@3@@ @@SEP@@ which is highest of @@4@@ , @@5@@	Are all of the purple objects metallic or matte?	0.7186997594320248
True	0.06737484737484738	purple objects @@SEP@@ @@1@@ that are metallic @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	CLEVR_dev_1648	True	purple objects @@SEP@@ @@1@@ that Are metallic @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all of the purple objects pictured metallic?	0.9471565386897195
False	0.7642857142857142	all of the shiny blue items @@SEP@@ the image @@SEP@@ the outside of @@2@@ @@SEP@@ are @@1@@ on @@3@@	CLEVR_dev_548	False	items @@SEP@@ @@1@@ that are shiny @@SEP@@ @@2@@ that are blue @@SEP@@ if all @@3@@ Are on the outside of the image	Are all of the shiny blue items on the outside of the image?	0.4417659546336017
True	0.06737484737484738	small spheres @@SEP@@ @@1@@ that are brown @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	CLEVR_dev_1824	True	small spheres @@SEP@@ @@1@@ that Are brown @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all of the small spheres brown?	0.9471565386897195
False	0.40740740740740744	all of the spheres @@SEP@@ are @@1@@ gray	CLEVR_dev_2930	False	spheres @@SEP@@ if all @@1@@ Are gray	Are all of the spheres gray?	0.2851190476190476
False	0.796969696969697	spheres @@SEP@@ if all @@1@@ are yellow rubber	CLEVR_dev_1931	False	spheres @@SEP@@ @@1@@ that are rubber @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all of the spheres yellow rubber?	0.6153267973856209
False	0.8214285714285715	all of the yellow objects @@SEP@@ are @@1@@ matte	CLEVR_dev_3301	False	yellow objects @@SEP@@ @@1@@ that Are matte @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all of the yellow objects matte?	0.29815546772068513
False	0.796969696969697	shapes @@SEP@@ are all @@1@@ fully visible	CLEVR_dev_3935	False	shapes @@SEP@@ @@1@@ that Are fully visible @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all shapes fully visible?	0.6399673202614379
True	0.11341991341991345	squares @@SEP@@ materials of @@1@@ @@SEP@@ are @@2@@ all the same	CLEVR_dev_6582	True	squares @@SEP@@ materials of @@1@@ @@SEP@@ Are @@2@@ all the same	Are all squares the same material? 	0.8952020202020202
False	0.43497474747474746	balls @@SEP@@ the size of @@1@@ @@SEP@@ the color of @@1@@ @@SEP@@ is @@2@@ the same @@SEP@@ is @@3@@ the same @@SEP@@ @@4@@ , @@5@@	CLEVR_dev_4090	False	balls @@SEP@@ sizes of @@1@@ @@SEP@@ materials of @@1@@ @@SEP@@ if all of @@3@@ are the same @@SEP@@ if all @@4@@ Are the same @@SEP@@ @@5@@ and @@6@@	Are all the balls the same size and color?	0.6648794898794899
True	0.06737484737484738	big cubes @@SEP@@ @@1@@ that are shiny @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	CLEVR_dev_2037	True	big cubes @@SEP@@ @@1@@ that Are shiny @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all the big cubes shiny?	0.9448008911166806
False	0.1438961038961039	blue shapes @@SEP@@ shades of @@1@@ @@SEP@@ are @@2@@ all the same	CLEVR_dev_4175	False	blue shapes @@SEP@@ colors of @@1@@ @@SEP@@ Are @@2@@ all the same	Are all the blue shapes the same shade?	0.803956228956229
True	0.08675324675324676	brown cylinders @@SEP@@ materials of @@1@@ @@SEP@@ are @@2@@ all the same	CLEVR_dev_3998	True	brown cylinders @@SEP@@ materials of @@1@@ @@SEP@@ Are @@2@@ all the same	Are all the brown cylinders made from the same material?	0.9019781144781144
False	0.40740740740740744	all the cubes here @@SEP@@ are @@1@@ metallic	CLEVR_dev_4062	False	cubes @@SEP@@ if all @@1@@ Are metallic	Are all the cubes here metallic?	0.26845238095238094
False	0.18614718614718617	cubes @@SEP@@ materials of @@1@@ @@SEP@@ are @@2@@ all the same	CLEVR_dev_4623	True	cubes @@SEP@@ materials of @@1@@ @@SEP@@ Are all @@2@@ the same	Are all the cubes made from the same material?	0.797979797979798
True	0.08070818070818073	cylinders @@SEP@@ @@1@@ that are shiny @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	CLEVR_dev_2971	True	cylinders @@SEP@@ @@1@@ that Are shiny @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all the cylinders shiny?	0.9383333333333334
False	0.5727272727272728	all the cylinders @@SEP@@ the size for each of @@1@@ @@SEP@@ the color for each of @@1@@ @@SEP@@ @@2@@ , @@3@@ @@SEP@@ is @@4@@ the same	CLEVR_dev_6011	False	cylinders @@SEP@@ sizes of @@1@@ @@SEP@@ materials of @@1@@ @@SEP@@ if all of @@3@@ are the same @@SEP@@ if all @@4@@ Are the same @@SEP@@ @@5@@ and @@6@@	Are all the cylinders the same size and color?	0.496826711942991
True	0.06737484737484738	gray items @@SEP@@ @@1@@ that are metallic @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	CLEVR_dev_5733	True	gray items @@SEP@@ @@1@@ that Are metallic @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all the gray items metallic?	0.9448008911166806
False	0.21523809523809528	items @@SEP@@ colors of @@1@@ @@SEP@@ are @@2@@ all different	CLEVR_dev_6612	False	items @@SEP@@ colors of @@1@@ @@SEP@@ Are all @@2@@ a different	Are all the items a different color?	0.7598262032085561
False	0.5612244897959184	cubes @@SEP@@ @@1@@ that are large @@SEP@@ colors of @@2@@ @@SEP@@ if all @@3@@ are the same	CLEVR_dev_6828	False	large cubes @@SEP@@ colors of @@1@@ @@SEP@@ Are @@2@@ all the same	Are all the large cubes the same color?	0.7053538490495012
False	0.7085185185185185	spheres @@SEP@@ size for each @@1@@ @@SEP@@ @@1@@ with large @@2@@ @@SEP@@ @@3@@ that are shiny @@SEP@@ @@3@@ besides @@4@@ @@SEP@@ number of @@5@@ @@SEP@@ is @@6@@ equal to zero	CLEVR_dev_4582	False	large spheres @@SEP@@ @@1@@ that Are shiny @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all the large spheres shiny?	0.638592212597763
True	0.08675324675324676	metallic objects @@SEP@@ sizes of @@1@@ @@SEP@@ are @@2@@ all the same	CLEVR_dev_5766	True	metallic objects @@SEP@@ sizes of @@1@@ @@SEP@@ Are @@2@@ all the same	Are all the metallic objects the same size?	0.9019781144781144
False	0.7833333333333334	objects @@SEP@@ @@1@@ that are boxes @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	CLEVR_dev_179	False	object @@SEP@@ Are @@1@@ boxes	Are all the object boxes?	0.5849673202614379
False	0.7933333333333333	objects @@SEP@@ if all @@1@@ are balls	CLEVR_dev_7188	False	objects @@SEP@@ @@1@@ that are balls @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all the objects balls?	0.648148148148148
False	0.796969696969697	objects @@SEP@@ if all the @@1@@ are cubes	CLEVR_dev_1530	False	objects @@SEP@@ @@1@@ that are cubes @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all the objects cubes?	0.5689814814814814
False	0.2978021978021978	objects @@SEP@@ cylinders @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ if @@3@@ is equal to @@4@@	CLEVR_dev_3009	False	objects @@SEP@@ @@1@@ that are cylinders @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all the objects cylinders?	0.8099999999999999
False	0.711111111111111	objects @@SEP@@ @@1@@ that are metal @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	CLEVR_dev_308	False	objects @@SEP@@ @@1@@ in the picture @@SEP@@ if all @@2@@ Are metal	Are all the objects in the picture metal?	0.5138888888888888
False	0.8099999999999999	all the objects @@SEP@@ are @@1@@ made of metal	CLEVR_dev_4179	False	objects @@SEP@@ @@1@@ that are made of metal @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ if @@3@@ and @@4@@ are equal	Are all the objects made of metal?	0.49113247863247866
False	0.40972222222222227	all the objects @@SEP@@ the large cylinder @@SEP@@ the material for each of @@1@@ @@SEP@@ the material of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	CLEVR_dev_5016	False	objects @@SEP@@ large cylinder @@SEP@@ material of @@1@@ @@SEP@@ material of @@2@@ @@SEP@@ @@1@@ where @@3@@ is the same as @@4@@ @@SEP@@ Are there any @@5@@	Are all the objects made of the same material as the large cylinder?	0.5943044576196751
False	0.38518518518518513	all the objects @@SEP@@ are @@1@@ squares	CLEVR_dev_2144	True	objects @@SEP@@ if all @@1@@ Are squares	Are all the objects squares?	0.44027777777777777
False	0.4965986394557823	objects @@SEP@@ colors of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ if @@3@@ is one	CLEVR_dev_3046	False	objects @@SEP@@ colors of @@1@@ @@SEP@@ Are all @@2@@ the same	Are all the objects the same color?	0.6810776942355891
False	0.4253663003663004	objects @@SEP@@ sizes of @@1@@ @@SEP@@ shapes of @@1@@ @@SEP@@ if all @@2@@ are the same @@SEP@@ if all @@3@@ are the same @@SEP@@ @@4@@ and @@5@@	CLEVR_dev_5247	False	objects @@SEP@@ sizes of @@1@@ @@SEP@@ shape of @@1@@ @@SEP@@ @@1@@ where @@2@@ are the same @@SEP@@ @@1@@ where @@3@@ are the same @@SEP@@ if all @@4@@ Are the same @@SEP@@ @@5@@ and @@6@@	Are all the objects the same size and shape?	0.8331302556164498
True	0.08675324675324676	purple cylinders @@SEP@@ materials of @@1@@ @@SEP@@ are @@2@@ all the same	CLEVR_dev_4903	True	purple cylinders @@SEP@@ materials of @@1@@ @@SEP@@ Are @@2@@ all the same	Are all the purple cylinders made from the same material?	0.9019781144781144
False	0.46913580246913583	items @@SEP@@ @@1@@ that are purple @@SEP@@ the shape of @@2@@ @@SEP@@ the number of @@3@@ @@SEP@@ if @@4@@ is equal to one	CLEVR_dev_3323	False	items @@SEP@@ @@1@@ that are purple @@SEP@@ shape for each @@2@@ @@SEP@@ if all @@3@@ Are the same	Are all the purple items the same shape?	0.6864950664950665
False	0.6611111111111111	objects @@SEP@@ @@1@@ that are round @@SEP@@ if all @@2@@ are shiny	CLEVR_dev_5640	False	round objects @@SEP@@ @@1@@ that Are shiny @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all the round objects shiny?	0.584500043211477
False	0.4894179894179895	items @@SEP@@ @@1@@ that are rubber @@SEP@@ @@2@@ that are blue @@SEP@@ @@2@@ besides @@3@@ @@SEP@@ number of @@4@@ @@SEP@@ is @@5@@ equal to zero	CLEVR_dev_2780	False	items @@SEP@@ @@1@@ that are rubber @@SEP@@ @@2@@ that are blue @@SEP@@ number of @@2@@ @@SEP@@ number of @@3@@ @@SEP@@ if @@4@@ and @@5@@ are equal	Are all the rubber items blue?	0.855764163372859
False	0.8212121212121212	spheres @@SEP@@ @@1@@ that are rubber @@SEP@@ number of @@2@@ for each size @@SEP@@ @@2@@ where @@3@@ is highest @@SEP@@ number of @@2@@ @@SEP@@ number of @@4@@ @@SEP@@ is @@5@@ the same as @@6@@	CLEVR_dev_1252	False	rubber spheres @@SEP@@ sizes of @@1@@ @@SEP@@ Are @@2@@ all the same	Are all the rubber spheres the same size?	0.642080745341615
False	0.8028571428571428	all the shapes @@SEP@@ are @@1@@ made out of rubber	CLEVR_dev_4883	False	shapes @@SEP@@ @@1@@ that are made out of rubber @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ if @@3@@ and @@4@@ are equal	Are all the shapes made out of rubber?	0.5706959706959708
True	0.08070818070818073	shapes @@SEP@@ @@1@@ that are metallic @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	CLEVR_dev_5495	True	shapes @@SEP@@ @@1@@ that are metallic @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all the shapes metallic? 	1.0
False	0.7871794871794873	shapes @@SEP@@ are @@1@@ all touching each other	CLEVR_dev_6854	False	shapes @@SEP@@ @@1@@ that are touching each other @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ if @@3@@ and @@4@@ are equal	Are all the shapes touching each other?	0.692887847446671
True	0.08675324675324676	shiny objects @@SEP@@ colors of @@1@@ @@SEP@@ are @@2@@ all the same	CLEVR_dev_6901	True	shiny objects @@SEP@@ colors of @@1@@ @@SEP@@ Are @@2@@ all the same	Are all the shiny objects the same color?	0.9019781144781144
True	0.06737484737484738	shiny spheres @@SEP@@ @@1@@ that are green @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	CLEVR_dev_3181	True	shiny spheres @@SEP@@ @@1@@ that Are green @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all the shiny spheres green?	0.9448008911166806
False	0.6772727272727272	cubes @@SEP@@ @@1@@ that are small @@SEP@@ if all @@2@@ are made from metal	CLEVR_dev_5734	False	small cubes @@SEP@@ @@1@@ that are made from metal @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all the small cubes made from metal?	0.7175800342130988
True	0.06737484737484738	small objects @@SEP@@ @@1@@ that are metallic @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	CLEVR_dev_5650	True	small objects @@SEP@@ @@1@@ that Are metallic @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all the small objects metallic?	0.9448008911166806
True	0.08675324675324676	small objects @@SEP@@ shapes of @@1@@ @@SEP@@ are @@2@@ all the same	CLEVR_dev_5064	True	small objects @@SEP@@ shapes of @@1@@ @@SEP@@ Are @@2@@ all the same	Are all the small objects the same shape?	0.9019781144781144
False	0.7142857142857143	objects @@SEP@@ @@1@@ that are small @@SEP@@ colors of @@2@@ @@SEP@@ number of @@3@@ @@SEP@@ is @@4@@ equal one	CLEVR_dev_7148	False	small shapes @@SEP@@ colors of @@1@@ @@SEP@@ Are @@2@@ all the same	Are all the small shapes the same color	0.5866625252590164
False	0.47111111111111115	the picture @@SEP@@ all the spheres in @@1@@ @@SEP@@ are @@2@@ green	CLEVR_dev_6159	False	spheres @@SEP@@ @@1@@ in the picture @@SEP@@ if all @@2@@ are green	Are all the spheres in the picture green?	0.44042260843731434
True	0.11341991341991345	spheres @@SEP@@ materials of @@1@@ @@SEP@@ are @@2@@ all the same	CLEVR_dev_3831	True	spheres @@SEP@@ materials of @@1@@ @@SEP@@ Are @@2@@ all the same	Are all the spheres made of the same material?	0.8928872053872053
True	0.08070818070818073	spheres @@SEP@@ @@1@@ that are shiny @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	CLEVR_dev_3222	True	spheres @@SEP@@ @@1@@ that Are shiny @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all the spheres shiny?	0.9383333333333334
False	0.7028478057889823	spheres @@SEP@@ sizes of @@1@@ @@SEP@@ shapes of @@1@@ @@SEP@@ if all @@1@@ have the same @@2@@ and @@3@@	CLEVR_dev_4401	False	spheres @@SEP@@ sizes of @@1@@ @@SEP@@ materials of @@1@@ @@SEP@@ if all of @@3@@ are the same @@SEP@@ if all @@4@@ Are the same @@SEP@@ @@5@@ and @@6@@	Are all the spheres the same size and shape?	0.7883904713173006
True	0.08675324675324676	tiny objects @@SEP@@ colors of @@1@@ @@SEP@@ are @@2@@ all the same	CLEVR_dev_5236	True	tiny objects @@SEP@@ colors of @@1@@ @@SEP@@ Are @@2@@ all the same	Are all the tiny objects the same color?	0.9019781144781144
True	0.06737484737484738	yellow items @@SEP@@ @@1@@ that are Matte @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	CLEVR_dev_5437	True	yellow items @@SEP@@ @@1@@ that Are Matte @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all the yellow items Matte?	0.9448008911166806
False	0.8099999999999999	the items @@SEP@@ if all of @@1@@ are metallic	CLEVR_dev_2461	False	items @@SEP@@ @@1@@ that are metallic @@SEP@@ number of @@1@@ @@SEP@@ number of @@2@@ @@SEP@@ is @@3@@ the same as @@4@@	Are all these items metallic?	0.6849053724053724
False	0.511904761904762	items @@SEP@@ the material of @@1@@ @@SEP@@ the number of @@2@@ @@SEP@@ is @@3@@ equal to one	CLEVR_dev_2590	False	items @@SEP@@ materials of @@1@@ @@SEP@@ Are @@2@@ all the same	Are all these items of the same material?	0.6190476190476191
True	0.11341991341991345	objects @@SEP@@ shapes of @@1@@ @@SEP@@ are @@2@@ all the same	CLEVR_dev_2896	True	objects @@SEP@@ shapes of @@1@@ @@SEP@@ Are @@2@@ all the same	Are all three objects the same shape?	0.8952020202020202
False	0.5666666666666667	cubes @@SEP@@ if any @@1@@ are partially hidden	CLEVR_dev_2178	False	cubes @@SEP@@ @@1@@ that are partially hidden @@SEP@@ are there any @@2@@	Are any cubes partially hidden?	0.7604166666666666
True	0.11111111111111113	cubes @@SEP@@ @@1@@ that are small @@SEP@@ are there any @@2@@	CLEVR_dev_1622	True	cubes @@SEP@@ @@1@@ that Are small @@SEP@@ Are there any @@2@@	Are any cubes small?	0.8151175213675214
False	0.5266106442577031	cylinders @@SEP@@ large cube @@SEP@@ @@2@@ that is purple @@SEP@@ @@2@@ that is metallic @@SEP@@ @@2@@ of both @@3@@ and @@4@@ @@SEP@@ material of @@1@@ @@SEP@@ material of @@5@@ @@SEP@@ @@1@@ where @@6@@ is the same as @@7@@ @@SEP@@ are there any @@8@@	CLEVR_dev_6498	False	cylinders @@SEP@@ large purple metallic cube @@SEP@@ material of @@1@@ @@SEP@@ material of @@2@@ @@SEP@@ @@1@@ where @@3@@ is the same as @@4@@ @@SEP@@ Are there any @@5@@	Are any cylinders the same material as the large purple metallic cube?	0.6730369981428358
False	0.4388888888888889	objects @@SEP@@ materials @@1@@ are made from @@SEP@@ are there any @@1@@ where @@2@@ is the same	CLEVR_dev_1170	False	objects @@SEP@@ material for each @@1@@ @@SEP@@ Are any @@1@@ made from same	Are any objects made from the same material?	0.5923076923076923
False	0.6266666666666667	objects @@SEP@@ are any of @@1@@ shiny	CLEVR_dev_3224	False	objects @@SEP@@ @@1@@ that Are shiny @@SEP@@ Are there any @@2@@	Are any objects shiny?	0.7058712121212122
False	0.5083333333333333	balls @@SEP@@ colors of @@1@@ @@SEP@@ @@1@@ where @@2@@ are identical @@SEP@@ are there any @@3@@	CLEVR_dev_6231	False	balls @@SEP@@ @@1@@ that Are identical @@SEP@@ Are there any @@2@@	Are any of the balls identical in color?	0.7029487179487179
